SKU;Display name;Class;Status;Brend;Project;Actually;Added;Dropped;Volume;Alcohol (procents)
#2639;SKU #2639;#2;#1;#17;#1;#1;29.04.2021;01.01.1900;0;0
#2640;SKU #2640;#7;#2;#26;#1;#1;18.08.2021;03.06.2022;0;0
#2641;SKU #2641;#7;#2;#26;#1;#2;18.08.2021;03.06.2022;0;0
#2642;SKU #2642;;;;;;;;0;0
#2643;SKU #2643;#1;#1;#12;#1;#1;26.03.2020;01.01.1900;0;0
#2644;SKU #2644;#7;#2;#37;#1;#1;23.08.2021;25.02.2022;0;0
#2645;SKU #2645;#7;#2;#37;#1;#1;23.08.2021;25.02.2022;0;0
#2646;SKU #2646;#6;#1;#26;#1;#1;09.06.2021;01.01.1900;0;0
#2647;SKU #2647;#6;#2;#26;#1;#1;14.05.2021;01.01.1900;0;0
#2648;SKU #2648;#6;#1;#26;#1;#1;17.05.2021;01.01.1900;0;0
#2649;SKU #2649;;;;;;;;0;0
#2650;SKU #2650;#12;#1;#310;#42;#1;20.10.2020;01.01.1900;0;0
#2651;SKU #2651;;;;;;;;0;0
#2652;SKU #2652;;;;;;;;0;0
#2653;SKU #2653;#1;#3;#17;#1;#1;01.03.2021;01.01.1900;0;0
#2654;SKU #2654;#12;#1;#211;#33;#1;19.03.2021;01.01.1900;0;0
#2655;SKU #2655;#6;#2;#68;#7;#2;04.06.2021;01.01.1900;0;0
#2656;SKU #2656;;;;;;;;0;0
#2657;SKU #2657;#12;#1;#204;#33;#1;19.03.2021;01.01.1900;0;0
#2658;SKU #2658;#1;#1;#31;#1;#1;30.07.2021;01.01.1900;0;0
#2659;SKU #2659;#6;#1;#26;#1;#1;18.02.2021;01.01.1900;0;0
#2660;SKU #2660;#1;#1;#13;#1;#1;04.08.2021;01.01.1900;0;0
#2661;SKU #2661;#10;#1;#70;#8;#1;11.02.2021;01.01.1900;0;0
#2662;SKU #2662;;;;;;;;0;0
#2663;SKU #2663;;;;;;;;0;0
#2664;SKU #2664;;;;;;;;0;0
#2665;SKU #2665;;;;;;;;0;0
#2666;SKU #2666;#9;#1;#33;#1;#1;22.07.2019;01.01.1900;0;0
#2667;SKU #2667;#12;#1;#211;#33;#1;19.03.2021;01.01.1900;0;0
#2668;SKU #2668;;;;;;;;0;0
#2669;SKU #2669;#9;#1;#33;#1;#1;29.04.2020;01.01.1900;0;0
#2670;SKU #2670;#9;#1;#33;#1;#1;29.04.2020;01.01.1900;0;0
#2671;SKU #2671;#1;#1;#19;#1;#1;24.03.2020;01.01.1900;0;0
#2672;SKU #2672;;;;;;;;0;0
#2673;SKU #2673;#1;#1;#11;#1;#1;03.03.2015;01.01.1900;0;0
#2674;SKU #2674;#12;#2;#53;#3;#1;17.09.2021;01.01.1900;0;0
#2675;SKU #2675;#1;#1;#48;#1;#1;25.05.2021;01.01.1900;0;0
#2676;SKU #2676;#5;#1;#43;#1;#1;22.03.2021;01.01.1900;0;0
#2677;SKU #2677;;;;;;;;0;0
#2678;SKU #2678;#1;#3;#20;#1;#1;03.08.2021;01.01.1900;0;0
#2679;SKU #2679;;;;;;;;0;0
#2680;SKU #2680;#1;#1;#12;#1;#1;15.07.2021;01.01.1900;0;0
#2681;SKU #2681;;;;;;;;0;0
#2682;SKU #2682;#1;#1;#19;#1;#1;04.08.2020;01.01.1900;0;0
#2683;SKU #2683;;;;;;;;0;0
#2684;SKU #2684;#10;#1;#38;#1;#1;20.07.2021;01.01.1900;0;0
#2685;SKU #2685;#11;#1;#83;#10;#1;06.09.2021;01.01.1900;0;0
#2686;SKU #2686;#2;#1;#29;#1;#1;26.01.2021;01.01.1900;0;0
#2687;SKU #2687;;;;;;;;0;0
#2688;SKU #2688;;;;;;;;0;0
#2689;SKU #2689;;;;;;;;0;0
#2690;SKU #2690;;;;;;;;0;0
#2691;SKU #2691;#13;#1;#54;#3;#1;23.08.2021;01.01.1900;0;0
#2692;SKU #2692;#13;#1;#230;#33;#1;16.07.2021;01.01.1900;0;0
#2693;SKU #2693;;;;;;;;0;0
#2694;SKU #2694;#2;#1;#22;#1;#1;30.06.2021;01.01.1900;0;0
#2695;SKU #2695;#12;#1;#287;#37;#1;02.06.2021;01.01.1900;0;0
#2696;SKU #2696;#13;#1;#230;#33;#1;16.07.2021;01.01.1900;0;0
#2697;SKU #2697;#1;#1;#11;#1;#1;29.12.2020;01.01.1900;0;0
#2698;SKU #2698;#11;#1;#83;#10;#1;25.05.2021;01.01.1900;0;0
#2699;SKU #2699;#11;#2;#84;#10;#1;22.08.2018;01.11.2019;0;0
#2700;SKU #2700;#1;#1;#47;#1;#1;26.01.2021;01.01.1900;0;0
#2701;SKU #2701;;;;;;;;0;0
#2702;SKU #2702;#1;#2;#9;#1;#1;26.10.2021;01.01.1900;0;0
#2703;SKU #2703;;;;;;;;0;0
#2704;SKU #2704;;;;;;;;0;0
#2705;SKU #2705;;;;;;;;0;0
#2706;SKU #2706;;;;;;;;0;0
#2707;SKU #2707;#4;#1;#56;#5;#1;06.09.2021;01.01.1900;0;0
#2708;SKU #2708;#2;#1;#22;#1;#1;30.06.2021;01.01.1900;0;0
#2709;SKU #2709;;;;;;;;0;0
#2710;SKU #2710;#6;#1;#26;#1;#1;12.10.2021;01.01.1900;0;0
#2711;SKU #2711;#13;#1;#54;#3;#1;23.08.2021;01.01.1900;0;0
#2712;SKU #2712;;;;;;;;0;0
#2713;SKU #2713;;;;;;;;0;0
#2714;SKU #2714;#12;#1;#292;#40;#1;12.03.2021;01.01.1900;0;0
#2715;SKU #2715;#10;#1;#74;#8;#1;07.07.2021;01.01.1900;0;0
#2716;SKU #2716;#12;#2;#292;#40;#1;12.03.2021;01.01.1900;0;0
#2717;SKU #2717;#12;#1;#292;#40;#2;12.03.2021;01.01.1900;0;0
#2718;SKU #2718;#7;#1;#62;#6;#1;24.12.2020;01.01.1900;0;0
#2719;SKU #2719;;;;;;;;0;0
#2720;SKU #2720;#12;#1;#307;#41;#1;24.03.2020;01.01.1900;0;0
#2721;SKU #2721;#1;#1;#9;#1;#1;16.07.2018;01.01.1900;0;0
#2722;SKU #2722;#2;#1;#24;#1;#1;30.06.2021;01.01.1900;0;0
#2723;SKU #2723;#12;#1;#269;#34;#1;26.05.2021;01.01.1900;0;0
#2724;SKU #2724;#12;#1;#269;#34;#1;26.05.2021;01.01.1900;0;0
#2725;SKU #2725;#16;#1;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2726;SKU #2726;#11;#1;#84;#10;#1;25.06.2021;01.01.1900;0;0
#2727;SKU #2727;#16;#1;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2728;SKU #2728;;;;;;;;0;0
#2729;SKU #2729;#6;#1;#101;#17;#1;31.01.2020;01.01.1900;0;0
#2730;SKU #2730;#6;#1;#101;#17;#1;31.01.2020;01.01.1900;0;0
#2731;SKU #2731;;;;;;;;0;0
#2732;SKU #2732;;;;;;;;0;0
#2733;SKU #2733;#10;#1;#38;#1;#1;20.07.2021;01.01.1900;0;0
#2734;SKU #2734;#16;#1;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2735;SKU #2735;#6;#1;#97;#17;#1;10.06.2021;01.01.1900;0;0
#2736;SKU #2736;#16;#1;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2737;SKU #2737;#1;#1;#13;#1;#1;28.05.2021;01.01.1900;0;0
#2738;SKU #2738;#6;#2;#97;#17;#1;14.07.2021;21.03.2022;0;0
#2739;SKU #2739;#2;#1;#25;#1;#1;22.06.2021;01.01.1900;0;0
#2740;SKU #2740;#16;#1;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2741;SKU #2741;#16;#1;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2742;SKU #2742;#16;#1;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2743;SKU #2743;#11;#1;#41;#1;#1;11.06.2021;01.01.1900;0;0
#2744;SKU #2744;#16;#1;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2745;SKU #2745;#1;#1;#15;#1;#1;16.04.2021;01.01.1900;0;0
#2746;SKU #2746;#10;#1;#87;#12;#1;15.07.2021;01.01.1900;0;0
#2747;SKU #2747;#1;#1;#11;#1;#1;21.05.2021;01.01.1900;0;0
#2748;SKU #2748;#1;#1;#17;#1;#1;30.11.2021;01.01.1900;0;0
#2749;SKU #2749;#1;#1;#15;#1;#1;16.04.2021;01.01.1900;0;0
#2750;SKU #2750;#1;#1;#14;#1;#1;05.02.2020;01.01.1900;0;0
#2751;SKU #2751;#1;#2;#9;#1;#1;26.10.2021;01.04.2022;0;0
#2752;SKU #2752;#10;#1;#87;#12;#1;15.07.2021;01.01.1900;0;0
#2753;SKU #2753;#13;#1;#53;#3;#1;18.08.2021;01.01.1900;0;0
#2754;SKU #2754;#13;#1;#53;#3;#1;18.08.2021;01.01.1900;0;0
#2755;SKU #2755;#13;#1;#53;#3;#1;18.08.2021;01.01.1900;0;0
#2756;SKU #2756;;;;;;;;0;0
#2757;SKU #2757;#10;#2;#86;#12;#1;15.07.2021;01.01.1900;0;0
#2758;SKU #2758;#16;#2;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2759;SKU #2759;#12;#1;#217;#33;#1;19.03.2021;01.01.1900;0;0
#2760;SKU #2760;#12;#1;#203;#33;#1;19.03.2021;01.01.1900;0;0
#2761;SKU #2761;#12;#1;#203;#33;#1;19.03.2021;01.01.1900;0;0
#2762;SKU #2762;#12;#1;#203;#33;#1;19.03.2021;01.01.1900;0;0
#2763;SKU #2763;#13;#1;#228;#33;#1;22.06.2021;01.01.1900;0;0
#2764;SKU #2764;;;;;;;;0;0
#2765;SKU #2765;;;;;;;;0;0
#2766;SKU #2766;#12;#1;#269;#34;#1;26.05.2021;01.01.1900;0;0
#2767;SKU #2767;#12;#1;#269;#34;#1;26.05.2021;01.01.1900;0;0
#2768;SKU #2768;#10;#1;#70;#8;#1;06.09.2021;01.01.1900;0;0
#2769;SKU #2769;#6;#1;#89;#13;#1;14.07.2021;01.01.1900;0;0
#2770;SKU #2770;#6;#1;#89;#13;#1;14.07.2021;01.01.1900;0;0
#2771;SKU #2771;#6;#1;#89;#13;#1;16.11.2020;01.01.1900;0;0
#2772;SKU #2772;#12;#2;#254;#34;#1;04.10.2021;01.01.1900;0;0
#2773;SKU #2773;#12;#2;#254;#34;#1;04.10.2021;01.01.1900;0;0
#2774;SKU #2774;#1;#1;#9;#1;#1;26.10.2021;01.01.1900;0;0
#2775;SKU #2775;#16;#1;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2776;SKU #2776;#16;#1;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2777;SKU #2777;;;;;;;;0;0
#2778;SKU #2778;#1;#2;#31;#1;#1;24.09.2020;01.04.2022;0;0
#2779;SKU #2779;;;;;;;;0;0
#2780;SKU #2780;#6;#1;#26;#1;#1;16.06.2021;01.01.1900;0;0
#2781;SKU #2781;#16;#1;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2782;SKU #2782;;;;;;;;0;0
#2783;SKU #2783;#12;#1;#203;#33;#1;19.03.2021;01.01.1900;0;0
#2784;SKU #2784;#12;#1;#213;#33;#1;16.07.2021;01.01.1900;0;0
#2785;SKU #2785;#1;#1;#11;#1;#1;12.04.2021;01.01.1900;0;0
#2786;SKU #2786;;;;;;;;0;0
#2787;SKU #2787;#1;#1;#34;#1;#1;26.10.2021;01.01.1900;0;0
#2788;SKU #2788;#1;#1;#11;#1;#1;09.02.2018;01.01.1900;0;0
#2789;SKU #2789;#1;#2;#9;#1;#1;26.10.2021;01.01.1900;0;0
#2790;SKU #2790;#9;#1;#91;#15;#1;25.08.2021;01.01.1900;0;0
#2791;SKU #2791;#9;#1;#91;#15;#1;25.08.2021;01.01.1900;0;0
#2792;SKU #2792;#1;#1;#31;#1;#1;30.07.2021;01.01.1900;0;0
#2793;SKU #2793;#1;#1;#11;#1;#1;12.04.2021;01.01.1900;0;0
#2794;SKU #2794;#6;#1;#104;#17;#1;28.06.2021;01.01.1900;0;0
#2795;SKU #2795;#1;#1;#39;#1;#1;24.06.2021;01.01.1900;0;0
#2796;SKU #2796;;;;;;;;0;0
#2797;SKU #2797;#2;#3;#31;#1;#1;22.09.2021;01.01.1900;0;0
#2798;SKU #2798;#10;#1;#75;#8;#1;06.09.2021;01.01.1900;0;0
#2799;SKU #2799;#1;#1;#39;#1;#1;18.11.2021;01.01.1900;0;0
#2800;SKU #2800;;;;;;;;0;0
#2801;SKU #2801;#12;#1;#186;#32;#1;30.08.2021;01.01.1900;0;0
#2802;SKU #2802;#1;#1;#9;#1;#1;15.11.2021;01.01.1900;0;0
#2803;SKU #2803;#1;#1;#15;#1;#1;16.04.2021;01.01.1900;0;0
#2804;SKU #2804;;;;;;;;0;0
#2805;SKU #2805;#9;#1;#91;#15;#1;25.08.2021;01.01.1900;0;0
#2806;SKU #2806;;;;;;;;0;0
#2807;SKU #2807;#1;#1;#11;#1;#1;03.03.2015;01.01.1900;0;0
#2808;SKU #2808;;;;;;;;0;0
#2809;SKU #2809;#6;#1;#26;#1;#2;28.09.2021;01.01.1900;0;0
#2810;SKU #2810;#12;#1;#296;#40;#1;10.01.2022;01.01.1900;0;0
#2811;SKU #2811;#5;#1;#77;#8;#1;25.10.2021;01.01.1900;0;0
#2812;SKU #2812;#13;#1;#213;#33;#1;16.07.2021;01.01.1900;0;0
#2813;SKU #2813;#12;#1;#213;#33;#1;16.07.2021;01.01.1900;0;0
#2814;SKU #2814;#13;#1;#213;#33;#1;16.07.2021;01.01.1900;0;0
#2815;SKU #2815;#1;#1;#31;#1;#1;09.08.2021;01.01.1900;0;0
#2816;SKU #2816;;;;;;;;0;0
#2817;SKU #2817;;;;;;;;0;0
#2818;SKU #2818;#1;#1;#11;#1;#1;21.05.2021;01.01.1900;0;0
#2819;SKU #2819;#12;#2;#268;#34;#1;06.10.2021;01.01.1900;0;0
#2820;SKU #2820;#12;#1;#213;#33;#1;16.07.2021;01.01.1900;0;0
#2821;SKU #2821;;;;;;;;0;0
#2822;SKU #2822;#9;#2;#33;#1;#1;16.04.2021;08.02.2022;0;0
#2823;SKU #2823;#10;#1;#38;#1;#1;08.10.2020;01.01.1900;0;0
#2824;SKU #2824;#1;#2;#16;#1;#1;26.10.2021;01.01.1900;0;0
#2825;SKU #2825;#1;#1;#15;#1;#1;28.08.2019;01.01.1900;0;0
#2826;SKU #2826;#1;#1;#11;#1;#1;23.06.2014;01.01.1900;0;0
#2827;SKU #2827;#1;#1;#11;#1;#1;23.06.2014;01.01.1900;0;0
#2828;SKU #2828;#1;#3;#11;#1;#1;06.12.2021;01.01.1900;0;0
#2829;SKU #2829;#1;#1;#11;#1;#1;23.06.2014;01.01.1900;0;0
#2830;SKU #2830;#1;#3;#47;#1;#1;06.12.2021;01.01.1900;0;0
#2831;SKU #2831;#13;#1;#54;#3;#1;23.08.2021;01.01.1900;0;0
#2832;SKU #2832;#1;#2;#17;#1;#1;06.09.2021;30.03.2022;0;0
#2833;SKU #2833;;;;;;;;0;0
#2834;SKU #2834;#12;#2;#263;#34;#1;06.12.2021;01.01.1900;0;0
#2835;SKU #2835;#1;#2;#11;#1;#1;14.03.2019;25.02.2022;0;0
#2836;SKU #2836;#6;#1;#104;#17;#1;28.06.2021;01.01.1900;0;0
#2837;SKU #2837;#13;#1;#54;#3;#1;10.12.2021;01.01.1900;0;0
#2838;SKU #2838;#18;#3;#327;#50;#1;06.12.2021;01.01.1900;0;0
#2839;SKU #2839;#18;#3;#328;#50;#1;06.12.2021;01.01.1900;0;0
#2840;SKU #2840;;;;;;;;0;0
#2841;SKU #2841;;;;;;;;0;0
#2842;SKU #2842;#11;#1;#85;#11;#1;06.09.2021;01.01.1900;0;0
#2843;SKU #2843;#11;#1;#85;#11;#1;06.09.2021;01.01.1900;0;0
#2844;SKU #2844;#12;#1;#253;#34;#1;05.10.2021;01.01.1900;0;0
#2845;SKU #2845;#12;#1;#292;#40;#1;29.10.2021;01.01.1900;0;0
#2846;SKU #2846;;;;;;;;0;0
#2847;SKU #2847;#12;#2;#254;#34;#1;02.09.2020;01.01.1900;0;0
#2848;SKU #2848;#6;#1;#35;#1;#1;19.03.2021;01.01.1900;0;0
#2849;SKU #2849;#1;#1;#164;#28;#1;24.03.2020;27.08.2020;0;0
#2850;SKU #2850;#1;#1;#34;#1;#1;26.10.2021;01.01.1900;0;0
#2851;SKU #2851;#13;#1;#203;#33;#1;19.03.2021;01.01.1900;0;0
#2852;SKU #2852;#12;#1;#221;#33;#1;08.02.2021;01.01.1900;0;0
#2853;SKU #2853;#12;#1;#221;#33;#1;08.02.2021;01.01.1900;0;0
#2854;SKU #2854;#6;#1;#26;#1;#1;18.02.2021;01.01.1900;0;0
#2855;SKU #2855;;;;;;;;0;0
#2856;SKU #2856;;;;;;;;0;0
#2857;SKU #2857;;;;;;;;0;0
#2858;SKU #2858;#1;#1;#11;#1;#1;30.11.2016;01.01.1900;0;0
#2859;SKU #2859;;;;;;;;0;0
#2860;SKU #2860;#13;#1;#228;#33;#1;22.06.2021;01.01.1900;0;0
#2861;SKU #2861;#13;#1;#228;#33;#1;22.06.2021;01.01.1900;0;0
#2862;SKU #2862;#12;#2;#231;#33;#1;16.07.2021;01.01.1900;0;0
#2863;SKU #2863;#12;#1;#292;#40;#1;13.05.2022;01.01.1900;0;0
#2864;SKU #2864;#12;#1;#252;#34;#1;13.04.2022;01.01.1900;0;0
#2865;SKU #2865;;;;;;;;0;0
#2866;SKU #2866;#2;#1;#19;#1;#1;22.03.2021;01.01.1900;0;0
#2867;SKU #2867;;;;;;;;0;0
#2868;SKU #2868;#1;#1;#20;#1;#1;26.05.2021;01.01.1900;0;0
#2869;SKU #2869;#1;#3;#48;#1;#1;07.10.2021;01.01.1900;0;0
#2870;SKU #2870;#12;#1;#312;#44;#1;07.06.2021;01.01.1900;0;0
#2871;SKU #2871;#2;#1;#19;#1;#1;23.03.2021;01.01.1900;0;0
#2872;SKU #2872;#2;#1;#38;#1;#1;06.09.2021;01.01.1900;0;0
#2873;SKU #2873;#1;#1;#164;#28;#1;24.03.2020;01.01.1900;0;0
#2874;SKU #2874;#1;#1;#19;#1;#1;30.03.2020;01.01.1900;0;0
#2875;SKU #2875;#12;#1;#297;#40;#1;04.05.2022;01.01.1900;0;0
#2876;SKU #2876;#10;#3;#73;#8;#1;18.11.2021;01.01.1900;0;0
#2877;SKU #2877;#1;#2;#31;#1;#1;14.07.2020;22.07.2022;0;0
#2878;SKU #2878;#12;#1;#311;#43;#1;22.06.2021;01.01.1900;0;0
#2879;SKU #2879;#12;#1;#311;#43;#1;22.06.2021;01.01.1900;0;0
#2880;SKU #2880;#12;#1;#232;#33;#1;16.07.2021;01.01.1900;0;0
#2881;SKU #2881;#12;#1;#236;#33;#1;25.10.2021;01.01.1900;0;0
#2882;SKU #2882;#13;#1;#229;#33;#1;22.06.2021;01.01.1900;0;0
#2883;SKU #2883;#12;#1;#236;#33;#1;25.10.2021;01.01.1900;0;0
#2884;SKU #2884;#12;#1;#232;#33;#1;16.07.2021;01.01.1900;0;0
#2885;SKU #2885;#12;#1;#236;#33;#1;25.10.2021;01.01.1900;0;0
#2886;SKU #2886;#12;#1;#236;#33;#1;25.10.2021;01.01.1900;0;0
#2887;SKU #2887;#12;#1;#312;#44;#1;07.06.2021;01.01.1900;0;0
#2888;SKU #2888;#4;#1;#59;#5;#1;10.06.2021;01.01.1900;0;0
#2889;SKU #2889;#4;#1;#60;#5;#1;10.06.2021;01.01.1900;0;0
#2890;SKU #2890;#12;#1;#311;#43;#1;22.06.2021;01.01.1900;0;0
#2891;SKU #2891;#12;#1;#311;#43;#1;22.06.2021;01.01.1900;0;0
#2892;SKU #2892;#12;#2;#254;#34;#1;22.09.2021;01.01.1900;0;0
#2893;SKU #2893;#12;#1;#312;#44;#1;07.06.2021;01.01.1900;0;0
#2894;SKU #2894;#12;#1;#312;#44;#1;07.06.2021;01.01.1900;0;0
#2895;SKU #2895;;;;;;;;0;0
#2896;SKU #2896;#2;#1;#19;#1;#1;19.10.2020;01.01.1900;0;0
#2897;SKU #2897;#12;#1;#274;#34;#1;23.11.2021;01.01.1900;0;0
#2898;SKU #2898;#12;#1;#273;#34;#1;27.10.2021;01.01.1900;0;0
#2899;SKU #2899;#12;#1;#273;#34;#1;27.10.2021;01.01.1900;0;0
#2900;SKU #2900;#12;#1;#273;#34;#1;27.10.2021;01.01.1900;0;0
#2901;SKU #2901;#1;#1;#9;#1;#1;31.05.2016;14.09.2018;0;0
#2902;SKU #2902;#6;#1;#26;#1;#1;10.01.2022;01.01.1900;0;0
#2903;SKU #2903;;;;;;;;0;0
#2904;SKU #2904;;;;;;;;0;0
#2905;SKU #2905;#12;#1;#213;#33;#1;16.07.2021;01.01.1900;0;0
#2906;SKU #2906;#10;#3;#74;#8;#1;24.12.2021;01.01.1900;0;0
#2907;SKU #2907;#12;#1;#252;#34;#1;07.06.2021;01.01.1900;0;0
#2908;SKU #2908;#5;#1;#43;#1;#1;27.01.2022;01.01.1900;0;0
#2909;SKU #2909;;;;;;;;0;0
#2910;SKU #2910;#7;#1;#62;#6;#1;28.10.2021;01.01.1900;0;0
#2911;SKU #2911;;;;;;;;0;0
#2912;SKU #2912;#12;#1;#311;#43;#1;22.06.2021;01.01.1900;0;0
#2913;SKU #2913;#12;#1;#237;#33;#1;18.02.2021;01.01.1900;0;0
#2914;SKU #2914;;;;;;;;0;0
#2915;SKU #2915;;;;;;;;0;0
#2916;SKU #2916;#12;#1;#311;#43;#1;22.06.2021;01.01.1900;0;0
#2917;SKU #2917;#12;#1;#311;#43;#1;22.06.2021;01.01.1900;0;0
#2918;SKU #2918;#12;#1;#252;#34;#1;07.06.2021;01.01.1900;0;0
#2919;SKU #2919;#1;#2;#11;#1;#1;16.02.2021;08.02.2022;0;0
#2920;SKU #2920;#7;#1;#62;#6;#1;06.09.2021;01.01.1900;0;0
#2921;SKU #2921;#1;#1;#12;#1;#1;26.10.2021;01.01.1900;0;0
#2922;SKU #2922;#1;#1;#12;#1;#1;26.10.2021;01.01.1900;0;0
#2923;SKU #2923;#12;#1;#237;#33;#1;18.02.2021;01.01.1900;0;0
#2924;SKU #2924;#12;#1;#284;#35;#1;27.01.2022;01.01.1900;0;0
#2925;SKU #2925;#12;#1;#273;#34;#1;27.10.2021;01.01.1900;0;0
#2926;SKU #2926;#1;#1;#164;#28;#1;30.03.2020;01.01.1900;0;0
#2927;SKU #2927;#12;#1;#273;#34;#1;27.10.2021;01.01.1900;0;0
#2928;SKU #2928;;;;;;;;0;0
#2929;SKU #2929;#12;#2;#227;#33;#2;19.03.2021;19.07.2021;0;0
#2930;SKU #2930;#12;#1;#322;#48;#1;27.10.2021;01.01.1900;0;0
#2931;SKU #2931;#12;#2;#235;#33;#2;22.09.2021;01.01.1900;0;0
#2932;SKU #2932;#12;#1;#322;#48;#1;03.11.2021;01.01.1900;0;0
#2933;SKU #2933;#12;#2;#235;#33;#1;22.09.2021;01.01.1900;0;0
#2934;SKU #2934;;;;;;;;0;0
#2935;SKU #2935;#12;#2;#235;#33;#1;22.09.2021;01.01.1900;0;0
#2936;SKU #2936;#12;#2;#235;#33;#2;22.09.2021;01.01.1900;0;0
#2937;SKU #2937;#12;#1;#322;#48;#1;27.10.2021;01.01.1900;0;0
#2938;SKU #2938;#2;#1;#31;#1;#1;25.05.2021;01.01.1900;0;0
#2939;SKU #2939;#12;#1;#322;#48;#1;27.10.2021;01.01.1900;0;0
#2940;SKU #2940;#12;#2;#233;#33;#1;28.01.2022;01.01.1900;0;0
#2941;SKU #2941;#12;#1;#311;#43;#1;01.07.2021;01.01.1900;0;0
#2942;SKU #2942;#12;#1;#311;#43;#1;22.06.2021;01.01.1900;0;0
#2943;SKU #2943;#1;#1;#14;#1;#1;14.09.2021;01.01.1900;0;0
#2944;SKU #2944;;;;;;;;0;0
#2945;SKU #2945;#1;#1;#11;#1;#1;20.10.2021;01.01.1900;0;0
#2946;SKU #2946;#1;#1;#48;#1;#1;30.11.2021;01.01.1900;0;0
#2947;SKU #2947;#10;#1;#76;#8;#1;03.02.2021;01.01.1900;0;0
#2948;SKU #2948;;;;;;;;0;0
#2949;SKU #2949;;;;;;;;0;0
#2950;SKU #2950;#16;#1;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2951;SKU #2951;#1;#1;#13;#1;#1;29.06.2022;01.01.1900;0;0
#2952;SKU #2952;#1;#1;#13;#1;#1;29.06.2022;01.01.1900;0;0
#2953;SKU #2953;#11;#1;#83;#10;#1;20.07.2021;01.01.1900;0;0
#2954;SKU #2954;;;;;;;;0;0
#2955;SKU #2955;#1;#1;#9;#1;#1;02.07.2019;01.01.1900;0;0
#2956;SKU #2956;#1;#3;#12;#1;#1;26.10.2021;01.01.1900;0;0
#2957;SKU #2957;#1;#1;#48;#1;#1;30.11.2021;01.01.1900;0;0
#2958;SKU #2958;#10;#1;#73;#8;#1;18.08.2001;01.01.1900;0;0
#2959;SKU #2959;#2;#1;#29;#1;#1;26.01.2021;01.01.1900;0;0
#2960;SKU #2960;#1;#1;#13;#1;#1;09.09.2021;01.01.1900;0;0
#2961;SKU #2961;#13;#1;#325;#49;#1;12.01.2022;01.01.1900;0;0
#2962;SKU #2962;#1;#1;#11;#1;#1;31.08.2021;01.01.1900;0;0
#2963;SKU #2963;#12;#1;#196;#33;#1;13.01.2022;01.01.1900;0;0
#2964;SKU #2964;#8;#1;#95;#16;#1;27.02.2020;01.01.1900;0;0
#2965;SKU #2965;#12;#1;#53;#3;#1;29.11.2021;01.01.1900;0;0
#2966;SKU #2966;#12;#1;#255;#34;#1;27.09.2021;01.01.1900;0;0
#2967;SKU #2967;#6;#1;#26;#1;#1;30.04.2021;01.01.1900;0;0
#2968;SKU #2968;#1;#1;#9;#1;#1;16.07.2018;01.01.1900;0;0
#2969;SKU #2969;#1;#1;#9;#1;#1;16.07.2018;01.01.1900;0;0
#2970;SKU #2970;;;;;;;;0;0
#2971;SKU #2971;;;;;;;;0;0
#2972;SKU #2972;#12;#1;#323;#49;#1;12.01.2022;01.01.1900;0;0
#2973;SKU #2973;#12;#1;#323;#49;#1;12.01.2022;01.01.1900;0;0
#2974;SKU #2974;#2;#2;#31;#1;#1;30.03.2021;07.09.2021;0;0
#2975;SKU #2975;#13;#1;#325;#49;#1;12.01.2022;01.01.1900;0;0
#2976;SKU #2976;;;;;;;;0;0
#2977;SKU #2977;#1;#2;#9;#1;#1;25.05.2017;13.07.2018;0;0
#2978;SKU #2978;#16;#2;#219;#33;#1;15.11.2021;22.07.2022;0;0
#2979;SKU #2979;#16;#2;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2980;SKU #2980;#13;#1;#325;#49;#1;12.01.2022;01.01.1900;0;0
#2981;SKU #2981;#12;#1;#312;#44;#1;07.06.2021;01.01.1900;0;0
#2982;SKU #2982;#13;#1;#325;#49;#1;12.01.2022;01.01.1900;0;0
#2983;SKU #2983;;;;;;;;0;0
#2984;SKU #2984;#10;#1;#38;#1;#1;08.08.2022;01.01.1900;0;0
#2985;SKU #2985;#12;#1;#53;#3;#1;29.11.2021;01.01.1900;0;0
#2986;SKU #2986;;;;;;;;0;0
#2987;SKU #2987;#13;#1;#325;#49;#1;12.01.2022;01.01.1900;0;0
#2988;SKU #2988;#16;#1;#270;#34;#1;13.01.2022;01.01.1900;0;0
#2989;SKU #2989;;;;;;;;0;0
#2990;SKU #2990;#16;#2;#270;#34;#1;26.08.2021;01.01.1900;0;0
#2991;SKU #2991;#1;#1;#14;#1;#1;14.09.2021;01.01.1900;0;0
#2992;SKU #2992;#13;#1;#325;#49;#1;12.01.2022;01.01.1900;0;0
#2993;SKU #2993;#2;#3;#31;#1;#1;22.03.2022;01.01.1900;0;0
